,Unnamed: 0,author,category,date_published,description,dislikes,duration,keywords,length,likes,rating,subscribers,thumb,title,url,username,videoid,viewcount,subscriberCount
58,58,LI Legends,Sports,2012-11-02 19:00:16,"LI Legends Flag Football - 2012 Fall Season - Week 7 Highlights

http://www.LILegends.com
http://www.Facebook.com/LILegends
https://www.Twitter.com/LILegends

I do not own any rights to the background music.

SONG:  Highlight Music from ESPN's NFL Primetime",0.0,00:02:45,"['long island', 'flag football', 'flag', 'football', 'li legends', 'long island legends', 'suffolk', 'nassau', 'li football', 'long island sports', 'sports', 'american football', 'highlights', 'football highlights', 'long island flag football', 'flag football highlights', 'liffl', 'lilfl', 'week 7 highlights', '2012 fall season', '2012 flag football highlights']",165,1.0,5.0,301,http://i.ytimg.com/vi/LyqNEHjzvKM/default.jpg,LI Legends Flag Football - 2012 Fall Season - Week 7 Highlights,https://www.youtube.com/watch?v=LyqNEHjzvKM,LiLegends,LyqNEHjzvKM,196,565
59,59,DolphinsHighlights,Sports,2012-03-15 08:16:33,"Go Dolphins! 2-0!!!!!!! 

dolphins 25 - Redskins 12

Edited and filmed by ZooEdits",0.0,00:03:36,"['zooedits', 'dopezoolooo', 'flag', 'football', 'Highlights']",216,0.0,0.0,301,http://i.ytimg.com/vi/PJZ-UtDWm6s/default.jpg,Flag Football | Dolphins Week 2 | 8 and Under,https://www.youtube.com/watch?v=PJZ-UtDWm6s,DolphinsHighlights,PJZ-UtDWm6s,334,11
60,60,Clark Balding,Sports,2011-04-06 02:11:17,GBA vs Jet Life,0.0,00:04:08,"['Flag football', 'GBA', 'Gridiron football', 'bigboomvideolv']",248,0.0,0.0,301,http://i.ytimg.com/vi/P_UwCuXGmyE/default.jpg,"March 20, 2011",https://www.youtube.com/watch?v=P_UwCuXGmyE,ClarkbigboomLV,P_UwCuXGmyE,134,8
61,61,Keith Molesworth,Sports,2011-01-26 03:02:52, ,0.0,00:06:36,"['Flag', 'Football', '22', 'Jan', '11', '0001']",396,0.0,0.0,301,http://i.ytimg.com/vi/j4DgO7Wt2_0/default.jpg,Flag Football 22 Jan 2011,https://www.youtube.com/watch?v=j4DgO7Wt2_0,krmolesw,j4DgO7Wt2_0,30,0
62,62,PatrickGarrett,People & Blogs,2007-06-20 04:28:46,Good old times playin flag football!!!,2.0,00:03:34,"['football', 'flag', 'good', 'old', 'times', 'taylor']",214,3.0,3.40000009537,301,http://i.ytimg.com/vi/sFp84zS3kfY/default.jpg,Good old times playin flag football!!!,https://www.youtube.com/watch?v=sFp84zS3kfY,PatrickGarrett,sFp84zS3kfY,630,5
63,63,TheMFFL,People & Blogs,2010-08-15 22:15:10,Game 2 highlights - 8/15/10,0.0,00:02:44,"['flag football', 'football', 'sports', 'team sports', 'middletown.']",164,1.0,5.0,301,http://i.ytimg.com/vi/uwLOJBTE8w4/default.jpg,Game 2 - 8/15/2010,https://www.youtube.com/watch?v=uwLOJBTE8w4,TheMFFL,uwLOJBTE8w4,174,0
64,64,RHULBEARSFootball,Sports,2013-01-08 11:14:38,"A compilation of footage featuring the newly formed RHUL Bears Women's flag football team, and their performance at the Hertfordshire flag tournament in Decemeber.

Filmed by Tyler Lee
Edited by Jamal 'Smooth' Johnson

Facebook: facebook.com/rhul.bears.1
Twitter: twitter.com/RHULBearsAF",0.0,00:02:22,"['American Football (Sport)', 'United Kingdom (Country)', 'women', 'flag football', 'rhul bears', 'royal holloway', 'nfl', 'Sports', 'Highlights']",142,9.0,5.0,301,http://i.ytimg.com/vi/yfBg4X0bo-I/default.jpg,UK Women's Flag Football - RHUL Bears (HD),https://www.youtube.com/watch?v=yfBg4X0bo-I,RHULBEARSFootball,yfBg4X0bo-I,1819,67
65,65,knightflight1,Sports,2008-09-23 23:21:09,Chad runs 35 yards on a quarterback sweep while several defenders dive in earnest.,0.0,00:00:17,"['Flag', 'Football']",17,0.0,0.0,301,http://i.ytimg.com/vi/ReULx6us7_M/default.jpg,Chad's Flag Football Touchdown Run,https://www.youtube.com/watch?v=ReULx6us7_M,knightflight1,ReULx6us7_M,242,1
66,66,Alex Hauck,People & Blogs,2010-06-03 16:25:55,Liam playing flag football. I like the celebration at the end. - Spring 2010 YMCA Flag Football,0.0,00:00:36,['10060208'],36,0.0,0.0,301,http://i.ytimg.com/vi/R4EUeU9P8pU/default.jpg,Liam Playing Flag Football (II),https://www.youtube.com/watch?v=R4EUeU9P8pU,exuck,R4EUeU9P8pU,111,5
67,67,brunhara,Sports,2009-10-22 16:23:50,"Partida válida pelo Campeonato Paulista de Flag Football 8X8 com contato, realizada em 18/10/2009, no campo do Santo Antonio, em Valinhos/SP",0.0,00:00:08,"['Red Warriors', 'Avaré Gladiators', 'LPFA', 'flag football', 'futebol americano']",8,0.0,0.0,301,http://i.ytimg.com/vi/YhoTU1WPa4k/default.jpg,Red Warriors 12 X 11 Avaré Gladiators V24,https://www.youtube.com/watch?v=YhoTU1WPa4k,brunhara,YhoTU1WPa4k,18,3
68,68,Matt Nielsen,People & Blogs,2011-10-22 16:25:35,Bray running the ball at flag football,0.0,00:00:17,"['Football', 'Flag', 'Run', 'Tackle']",17,0.0,0.0,301,http://i.ytimg.com/vi/hCcvge2oZw4/default.jpg,Bray running the ball at flag football,https://www.youtube.com/watch?v=hCcvge2oZw4,hawkeyemkn,hCcvge2oZw4,22,3
69,69,team6ers,Sports,2010-10-23 14:20:48,TrekdeviL on the move??...hehehe,0.0,00:00:04,"['CFFL', 'Cebu Flag Football', 'Flag Football', 'trekdevil']",4,0.0,0.0,301,http://i.ytimg.com/vi/mVmWrJIzAjs/default.jpg,CFFL Week2 Colts vs Steelers...,https://www.youtube.com/watch?v=mVmWrJIzAjs,team6ers,mVmWrJIzAjs,111,1
70,70,Janeth Casillas,Sports,2009-10-03 05:05:26, ,0.0,00:00:44,"['1er', 'juego', 'de', 'flag', 'temporada', '2009', '2', 'cimarrones', 'vs', 'jaguares']",44,0.0,0.0,301,http://i.ytimg.com/vi/xd960b__TCg/default.jpg,1er juego de flag temporada 2009 2 cimarrones vs jaguares,https://www.youtube.com/watch?v=xd960b__TCg,ksillas86,xd960b__TCg,184,12
71,71,55yasukawa,Sports,2011-02-24 16:43:20,"※一部修正しました。
２０１１年３月２１日（祝）に川崎球場にて開催されるガチンコフラッグフットボール対­決の日に中学生以上の方ならどなたでも参加できるフラッグ3on3体験会を開催します­。
現役のアメフト選手もみなさんと一緒に参加します。
初めてでも大丈夫！ルールがわからなくても大丈夫！
アメフトの魅力をこの機会に体験してみましょう！
NPO法人フラッグフットボール•マネジメント•ジャパン",0.0,00:03:02,"['フラッグフットボール', 'FMJ', 'ガチンコフラッグ']",182,1.0,5.0,301,http://i.ytimg.com/vi/4pDeaRPal1c/default.jpg,ガチンコフラッグフットボール３ON３体験PV（修正）,https://www.youtube.com/watch?v=4pDeaRPal1c,55yasukawa,4pDeaRPal1c,610,4
72,72,Champion Forest Student Ministry,Sports,2013-02-10 05:22:15,A flag football game between the Senior and Junior girls during Freedom Weekend at CFBC!!,0.0,00:25:02,"['flag football', 'senior girls', 'junior girls', 'cfsm', 'Powderpuff']",1502,1.0,5.0,301,http://i.ytimg.com/vi/PWKHMFcK61A/default.jpg,Powderpuff Game 2013.mpg,https://www.youtube.com/watch?v=PWKHMFcK61A,stevenlmiori,PWKHMFcK61A,266,278
73,73,chuck0373,Sports,2012-10-02 14:40:54,flag football fun for kids 5-16 here is video of the 5-12 year old group,0.0,00:10:44,"['NFL play 60', 'flag football', 'Detroit', 'stout park']",644,0.0,0.0,301,http://i.ytimg.com/vi/YdHeC7LmZJU/default.jpg,NFL play 60 flag football  Detroit at stout park 5-12 years old  call  for info 313-544-8351,https://www.youtube.com/watch?v=YdHeC7LmZJU,chuck0373,YdHeC7LmZJU,360,33
74,74,Flag Football Fanatics,Sports,2010-05-27 04:42:26, ,0.0,00:04:05,"['Wilmington', 'Ohio', 'Youth', 'Flag', 'Football', '0522', 'and', '0523', 'SP10']",245,1.0,5.0,301,http://i.ytimg.com/vi/dI_FIb3enLw/default.jpg,Wilmington Ohio Youth Flag Football  0522 and 0523 SP10.mpg,https://www.youtube.com/watch?v=dI_FIb3enLw,imgoey,dI_FIb3enLw,282,377
75,75,steviebreech,People & Blogs,2010-09-25 03:03:38,@steviebreech,2.0,00:00:12,"['football', 'flag', 'flag football', 'NFL', 'adult', 'park', 'turf', 'ball', 'Sacramento', 'Roseville', 'Kemp Park', 'soccer', 'tire', 'Late Show', 'men', 'Sprint', 'Blackberry', 'mobile', 'video', 'cellphone', 'Flag Football', 'Late', 'Show', 'Flag', 'Football', 'nfl', 'chris', 'berman', 'fairoaks', 'FOSS', 'sports', 'fairoaksfootball']",12,2.0,3.0,301,http://i.ytimg.com/vi/gVXrXkPdVTY/default.jpg,Flag Football at it Finest,https://www.youtube.com/watch?v=gVXrXkPdVTY,steviebreech,gVXrXkPdVTY,239,29411
76,76,DoctorDodgeball,Sports,2011-09-20 15:52:43,NYCSSC: FLAG FOOTBALL...Playoffs,0.0,00:05:43,"['NYCSSC:', 'FLAG', 'FOOTBALL...Playoffs']",343,1.0,5.0,301,http://i.ytimg.com/vi/kNwyZc5DRUg/default.jpg,NYCSSC: FLAG FOOTBALL...Playoffs,https://www.youtube.com/watch?v=kNwyZc5DRUg,DoctorDodgeball,kNwyZc5DRUg,268,243
77,77,nodoubt1972,Sports,2008-10-30 04:12:45,Quincy puts a spin move on a guy in flag football 2008,0.0,00:00:20,"['Flag', 'Football']",20,1.0,5.0,301,http://i.ytimg.com/vi/AajZJcIY9BQ/default.jpg,Quincy Spin Move,https://www.youtube.com/watch?v=AajZJcIY9BQ,nodoubt1972,AajZJcIY9BQ,517,0
78,78,ymcaBlueTigers,Sports,2009-09-26 07:52:23,5-6 year old J DOuglas Williams YMCA Seminole County Flag Football,0.0,00:10:00,"['flag', 'football']",600,0.0,0.0,301,http://i.ytimg.com/vi/Dt8vXnE5kho/default.jpg,YMCA Blue Tigers Game 1,https://www.youtube.com/watch?v=Dt8vXnE5kho,ymcaBlueTigers,Dt8vXnE5kho,175,0
79,79,Brian Rennie,Sports,2009-09-14 17:27:30,PRES GETTING LOOSE...,0.0,00:00:53,['MOV043'],53,3.0,5.0,301,http://i.ytimg.com/vi/GAcTBuTz448/default.jpg,ALL MADDEN FLAG FOOTBALL,https://www.youtube.com/watch?v=GAcTBuTz448,mrzx9r2002,GAcTBuTz448,244,0
80,80,ahud84,Sports,2011-02-10 02:17:34,flag football,3.0,00:08:03,"['flag', 'football', 'old', 'vs', 'young', '2011']",483,3.0,3.0,301,http://i.ytimg.com/vi/M5hLRwMqEPM/default.jpg,old vs young flag football 2011 part 1,https://www.youtube.com/watch?v=M5hLRwMqEPM,ahud84,M5hLRwMqEPM,2172,0
81,81,The Quirky Couple,People & Blogs,2012-09-26 04:26:14,"Playing football was fun but my leg got hurt in the beginning so I wasn't able to play my best the whole game. Hopefully I recover for tomorrow because tomorrow I work out in the gym!

If you haven't subscribed yet, please do! POOT-AHHH!",0.0,00:04:07,"['flag', 'football', 'flag football', 'qb', 'quarter back', 'passes', 'music', 'the screaming turtles', 'screaming turtles', 'screaming', 'turtles', 'screaming turtle', 'screamin turtle', 'thimoteo', 'azevedo', 'tim azevedo', 'vlog', 'American Football (Sport)']",247,1.0,5.0,301,http://i.ytimg.com/vi/afQI2n6qyl4/default.jpg,Flag Football - The Screaming Turtles,https://www.youtube.com/watch?v=afQI2n6qyl4,tim3vlog,afQI2n6qyl4,356,19327
82,82,UofUMUSS,Sports,2011-06-25 06:37:44,"Highlights of the annual MUSS flag football game. The White Team coached by Aaron Roderick defeated the Red Team coached by Jay Hill with a game saving interception in the final minute of the game.

Music produced by GBizzle Productions",5.0,00:04:59,"['The MUSS', 'Utah Utes', 'The U', 'Kyle Whittingham', 'Flag football highlights', 'Rice-Eccles stadium', 'spring football', 'University of Utah', 'Red-White Game', '2011', 'Student Section', 'Aaron Roderick', 'Jay Hill', 'yt:stretch=16:9']",299,59.0,4.6875,301,http://i.ytimg.com/vi/dLCdLbKedUE/default.jpg,2011 MUSS Flag Football Game,https://www.youtube.com/watch?v=dLCdLbKedUE,UofUMUSS,dLCdLbKedUE,72097,144
83,83,JuanAcorns,Sports,2008-11-23 17:50:04,"Flag Football - Playoffs
November 23, 2008
Howell, NJ",2.0,00:00:08,"['Flag', 'Football']",8,0.0,1.0,301,http://i.ytimg.com/vi/mGJ2OJTU4_4/default.jpg,Flag Football Defense (2),https://www.youtube.com/watch?v=mGJ2OJTU4_4,JuanAcorns,mGJ2OJTU4_4,509,1
84,84,MegaJets2011,Sports,2011-11-24 20:09:03, ,0.0,00:08:52,"['Coaches', 'Parents', 'Turkey', 'Bowl']",532,0.0,0.0,301,http://i.ytimg.com/vi/ryMEXhOO6PM/default.jpg,South Jersey NFL Flag Football Turkey Bowl Coaches & Parents 11-24-11,https://www.youtube.com/watch?v=ryMEXhOO6PM,MegaJets2011,ryMEXhOO6PM,151,30
85,85,jcbbva,Sports,2010-04-27 04:52:48,jugada donde se fractura jugadora de vaqueras,0.0,00:00:32,['20100423160540'],32,1.0,5.0,301,http://i.ytimg.com/vi/sombJ3XicxI/default.jpg,vaqueras tochito,https://www.youtube.com/watch?v=sombJ3XicxI,jcbbva,sombJ3XicxI,201,3
86,86,Yoqua Mapache,Sports,2011-09-04 20:41:19,Buttheads contra Machinguns,0.0,00:01:10,"['tocho bandera texcoco', 'flag football mexico', 'buttheads', 'buttheads flag']",70,0.0,0.0,301,http://i.ytimg.com/vi/-VKsCIsxWAg/default.jpg,Buttheads tocho bandera texcoco 4sept 2011,https://www.youtube.com/watch?v=-VKsCIsxWAg,yozimapache,-VKsCIsxWAg,504,214
87,87,toyomedia,Sports,2010-03-04 09:31:58,"神戸大付属住吉小学校　森 一弘氏による講演
「フラッグフットボールの教育的価値」
http://flagteacher.com/",0.0,00:01:56,"['フラッグフットボール', 'フラッグフット', '小学校体育', 'フットボール', 'アメフト', '講演']",116,0.0,0.0,301,http://i.ytimg.com/vi/_mQ1loVWT8A/default.jpg,フラッグフットボールの教育的価値12,https://www.youtube.com/watch?v=_mQ1loVWT8A,toyomedia,_mQ1loVWT8A,128,80
88,88,iwffa,Sports,2009-12-05 16:09:27,"KPRP Sports   Channel 2 Sports Sundaylength 2:00

1st annual IWFFA / Houston Texas Hotter than hell tournament

Held at University of Houston, KPRC TV station films some nice close up action 
Interviews with  Track & Field Star Jolanda Jones and President of IWFFA Terri Norwood. 1997",0.0,00:02:00,"['Womens flag football', 'women flag football', 'women football', 'womens football', 'youth football', 'girls flag football', 'IWFFA', 'Kelly mcgillis classic', 'female sports', 'women sports', 'football videos', 'flag football videos', '8 on 8', 'Kelly mcgillis', 'female athletes']",120,2.0,5.0,301,http://i.ytimg.com/vi/flnmpIpKSIQ/default.jpg,"IWFFA / 1st Houston, TX ""Hotter than Hell "" Women Flag Football Tournament",https://www.youtube.com/watch?v=flnmpIpKSIQ,iwffa,flnmpIpKSIQ,741,75
89,89,7evilMan,Sports,2009-01-26 22:31:42,Barrilito flag football tocho,0.0,00:04:26,"['tochito', 'flag football', 'futbol bandera', 'football bandera', 'chihuahua']",266,1.0,5.0,301,http://i.ytimg.com/vi/yZEs-Ewf5wQ/default.jpg,Barrilito flag football 2,https://www.youtube.com/watch?v=yZEs-Ewf5wQ,7evilMan,yZEs-Ewf5wQ,782,0
90,90,Stacey Burchfield,People & Blogs,2009-10-13 04:29:25,Vikings flag football 2009,0.0,00:00:21,['M2U00821'],21,3.0,5.0,301,http://i.ytimg.com/vi/zZRO3HzQaE4/default.jpg,Touchdown run,https://www.youtube.com/watch?v=zZRO3HzQaE4,staceyburchfield,zZRO3HzQaE4,133,4
91,91,voells,Sports,2011-01-26 07:09:23,Flag Football Game 2,0.0,00:07:37,"['flag', 'football', 'blitzkrieg']",457,0.0,0.0,301,http://i.ytimg.com/vi/93ku4gVA5hE/default.jpg,Flag Football Game 2,https://www.youtube.com/watch?v=93ku4gVA5hE,voells,93ku4gVA5hE,108,0
92,92,Jeremy Erickson,Sports,2010-09-11 23:53:45,"Thanks for watching my videos! make sure you leave comments, like, and subscribe.  Check out the gear I use! https://kit.com/jeremyerickson  Also, please check out my website at http://jrerickson.com for more information on current and future projects!",0.0,00:09:27,"['Pal', 'football', 'flag', 'meridian', 'youth', 'sports', 'boise', 'Idaho']",567,0.0,0.0,301,http://i.ytimg.com/vi/-5NU3n3xqMQ/default.jpg,Patriots vs Giants 9-11-2010,https://www.youtube.com/watch?v=-5NU3n3xqMQ,jeremyrerickson,-5NU3n3xqMQ,250,4468
93,93,BigBlackkingd,Sports,2008-05-31 05:05:21,NFL Flag football player runs team into the ground.,2.0,00:01:09,"['NFL', 'Flag', 'football', 'speed', 'kills', 'productions', 'black', 'smoke']",69,4.0,3.66666674614,301,http://i.ytimg.com/vi/_VDkUcmJTQQ/default.jpg,2008 NFL Flag Saints,https://www.youtube.com/watch?v=_VDkUcmJTQQ,BigBlackkingd,_VDkUcmJTQQ,1486,1
94,94,titancincuentaicuatr,Sports,2008-04-09 04:10:43,titanes vs gerreros aztecas,0.0,00:04:11,"['american', 'football']",251,1.0,5.0,301,http://i.ytimg.com/vi/OX0RvHiFXQI/default.jpg,"flag tijuana ""TITANES""",https://www.youtube.com/watch?v=OX0RvHiFXQI,titancincuentaicuatr,OX0RvHiFXQI,915,0
95,95,Caseyflea,Sports,2008-03-05 02:37:43,the team talks strategy,0.0,00:01:10,"['debocle9', 'flag', 'football', 'dummy', 'sac']",70,0.0,0.0,301,http://i.ytimg.com/vi/Py5MT5BhIDw/default.jpg,game 1 - clip 2,https://www.youtube.com/watch?v=Py5MT5BhIDw,Caseyflea,Py5MT5BhIDw,62,0
96,96,r8derball,Sports,2009-09-13 08:14:03,A win for the Charging Cubs vs the Longhorns. Manny #57 scored his first 2 TDs of the season - one nice long run to cap the win.,0.0,00:07:55,"['7yrs', 'Old', 'Pop', 'Warner', 'Flag', 'Football', 'Temecula', 'Charging', 'Cubs', 'Vista', 'Longhorns']",475,2.0,5.0,301,http://i.ytimg.com/vi/SeGhV8FOro0/default.jpg,Temecula Charging Cubs Highlights - 9/12/2009,https://www.youtube.com/watch?v=SeGhV8FOro0,r8derball,SeGhV8FOro0,324,15
97,97,Portia Hepburn,Film & Animation,2011-04-27 19:49:45,Ridgeview High School powderpuff girls football game 2011. Pink All Stars vs. Pipe Dream,2.0,00:02:33,"['Ridgeview', 'highschool', 'football', 'panthers', 'Highlights', 'Athletics (Sport)']",153,13.0,4.466666698459999,301,http://i.ytimg.com/vi/TBf46tX-kEQ/default.jpg,Flag Football Highlights - Ridgeview High School,https://www.youtube.com/watch?v=TBf46tX-kEQ,icrownPORTiA,TBf46tX-kEQ,6463,11
98,98,Jose Ojeda,Sports,2007-11-06 01:33:11,JoseMari en accion...gran jugada. El pequeño punto que no se alcanza a distinguir por lo pequeño que es....ese es JoseMari.,0.0,00:00:15,"['football', 'flag', 'tochito', 'Jose', 'Maria', 'Louisville', 'deporte', 'sports', 'futbol', 'niño']",15,1.0,5.0,301,http://i.ytimg.com/vi/p3Sr_WIjWLA/default.jpg,JoseMari in action football flag - tochito bandera,https://www.youtube.com/watch?v=p3Sr_WIjWLA,ojedaortiz,p3Sr_WIjWLA,1992,2
99,99,J M,Sports,2010-10-11 17:08:09,is a little highlight video of my 5 yr old son flag football,0.0,00:01:38,"['football', 'flag']",98,2.0,5.0,301,http://i.ytimg.com/vi/vq7b3RIi5Hw/default.jpg,5 yr old flag football star,https://www.youtube.com/watch?v=vq7b3RIi5Hw,MrJuliom04,vq7b3RIi5Hw,680,1
100,100,iwffa,Sports,2009-12-05 16:31:15,"Experience the Excitement   Introduction by Kelly McGillis and President Diane Beruldsen (deleted in this video).
Filmed by Phil Tuckett - NFL Films Inc  / Music by Robert Miles  Children


You truly feel the action on the field as these fantastic action shots takes you exclusively  from the huddle to the line and then end of the play. On the line blocking, great flag pulling, phenomenal passing  all coordinated  to the music composed by Robert Miles  Children Length  5:25",0.0,00:03:58,"['Womens flag football', 'women flag football', 'women football', 'womens football', 'youth football', 'girls flag football', 'IWFFA', 'Kelly mcgillis classic', 'female sports', 'women sports', 'football videos', 'flag football videos', '8 on 8', 'Kelly mcgillis', 'female athletes']",238,16.0,5.0,301,http://i.ytimg.com/vi/9m_JnvNAnqY/default.jpg,International Women's Flag Football - IWFFA - Experience the Excitement,https://www.youtube.com/watch?v=9m_JnvNAnqY,iwffa,9m_JnvNAnqY,3503,75
101,101,Raul Carabeo,Sports,2009-07-27 23:10:13,"My son coco, just wanted to share a small video of him playing flag football.",3.0,00:02:22,"['football', 'flag', 'coco', 'ruly', 'moves', 'tag', 'player', 'i9', 'sports', 'jukes']",142,5.0,3.5,301,http://i.ytimg.com/vi/-h5SBhbWIjs/default.jpg,This kid has moves ! Go Coco Go!,https://www.youtube.com/watch?v=-h5SBhbWIjs,Iceyruly,-h5SBhbWIjs,970,26
102,102,Mike Fowler,Sports,2008-09-26 04:10:33,Jets vs Cowboys KYF flag football (offense only),0.0,00:04:25,"['flag', 'football', 'Jets', 'KYF']",265,1.0,5.0,301,http://i.ytimg.com/vi/A8a3Y-ggzeM/default.jpg,KYF Jets vs Cowboys - flag football game #1 2008,https://www.youtube.com/watch?v=A8a3Y-ggzeM,mikefowler4,A8a3Y-ggzeM,2673,2
103,103,Tammy Clarke,Sports,2011-05-23 03:08:12,The Harford Hurricane's 5-22-11 Flag Football,0.0,00:00:20,['american football'],20,0.0,0.0,301,http://i.ytimg.com/vi/ClDafNEVEdI/default.jpg,tammys video's 063.MPG,https://www.youtube.com/watch?v=ClDafNEVEdI,TheTdragon40,ClDafNEVEdI,8,40
104,104,seester2008,Sports,2008-10-12 20:41:10,"run Nick, run!!!",0.0,00:00:16,"['Nick', 'Sackson', 'Thunder', 'Alley', 'Flag', 'Football', 'TD']",16,1.0,5.0,301,http://i.ytimg.com/vi/Grk4YUST3jc/default.jpg,"Nick Sackson TD 10118, All Day baby!!!",https://www.youtube.com/watch?v=Grk4YUST3jc,seester2008,Grk4YUST3jc,328,2
105,105,Richard ortiz,Autos & Vehicles,2012-11-26 03:52:00,"sony action cam playing flag football on turkey bowl , lots of fun and great view what do you think .",0.0,00:35:30,"['FIST', 'TURKEY', 'BOWL', 'Commercial', 'First', 'sony cam action', 'sony', 'action', 'football', 'Highlights', 'Sports', 'Sport (Industry)', 'American Football (Sport)', 'Extreme']",2130,1.0,5.0,301,http://i.ytimg.com/vi/ShgUNm1FTl8/default.jpg,FIRST part TURKEY BOWL 2012,https://www.youtube.com/watch?v=ShgUNm1FTl8,djfuego16,ShgUNm1FTl8,72,24
